combinada,altura,fecha,hora
29/04/2021 0:00,0.142,2021-04-29,0:00:00
29/04/2021 0:10,0.232,2021-04-29,0:10:00
29/04/2021 0:20,0.332,2021-04-29,0:20:00
29/04/2021 0:30,0.443,2021-04-29,0:30:00
29/04/2021 0:40,0.563,2021-04-29,0:40:00
29/04/2021 0:50,0.692,2021-04-29,0:50:00
29/04/2021 1:00,0.829,2021-04-29,1:00:00
29/04/2021 1:10,0.972,2021-04-29,1:10:00
29/04/2021 1:20,1.121,2021-04-29,1:20:00
29/04/2021 1:30,1.275,2021-04-29,1:30:00
29/04/2021 1:40,1.432,2021-04-29,1:40:00
29/04/2021 1:50,1.592,2021-04-29,1:50:00
29/04/2021 2:00,1.753,2021-04-29,2:00:00
29/04/2021 2:10,1.914,2021-04-29,2:10:00
29/04/2021 2:20,2.074,2021-04-29,2:20:00
29/04/2021 2:30,2.232,2021-04-29,2:30:00
29/04/2021 2:40,2.387,2021-04-29,2:40:00
29/04/2021 2:50,2.538,2021-04-29,2:50:00
29/04/2021 3:00,2.683,2021-04-29,3:00:00
29/04/2021 3:10,2.822,2021-04-29,3:10:00
29/04/2021 3:20,2.953,2021-04-29,3:20:00
29/04/2021 3:30,3.075,2021-04-29,3:30:00
29/04/2021 3:40,3.189,2021-04-29,3:40:00
29/04/2021 3:50,3.292,2021-04-29,3:50:00
29/04/2021 4:00,3.385,2021-04-29,4:00:00
29/04/2021 4:10,3.466,2021-04-29,4:10:00
29/04/2021 4:20,3.536,2021-04-29,4:20:00
29/04/2021 4:30,3.592,2021-04-29,4:30:00
29/04/2021 4:40,3.636,2021-04-29,4:40:00
29/04/2021 4:50,3.667,2021-04-29,4:50:00
29/04/2021 5:00,3.685,2021-04-29,5:00:00
29/04/2021 5:10,3.689,2021-04-29,5:10:00
29/04/2021 5:20,3.68,2021-04-29,5:20:00
29/04/2021 5:30,3.657,2021-04-29,5:30:00
29/04/2021 5:40,3.621,2021-04-29,5:40:00
29/04/2021 5:50,3.572,2021-04-29,5:50:00
29/04/2021 6:00,3.51,2021-04-29,6:00:00
29/04/2021 6:10,3.436,2021-04-29,6:10:00
29/04/2021 6:20,3.351,2021-04-29,6:20:00
29/04/2021 6:30,3.254,2021-04-29,6:30:00
29/04/2021 6:40,3.147,2021-04-29,6:40:00
29/04/2021 6:50,3.031,2021-04-29,6:50:00
29/04/2021 7:00,2.906,2021-04-29,7:00:00
29/04/2021 7:10,2.773,2021-04-29,7:10:00
29/04/2021 7:20,2.634,2021-04-29,7:20:00
29/04/2021 7:30,2.49,2021-04-29,7:30:00
29/04/2021 7:40,2.341,2021-04-29,7:40:00
29/04/2021 7:50,2.188,2021-04-29,7:50:00
29/04/2021 8:00,2.034,2021-04-29,8:00:00
29/04/2021 8:10,1.879,2021-04-29,8:10:00
29/04/2021 8:20,1.725,2021-04-29,8:20:00
29/04/2021 8:30,1.572,2021-04-29,8:30:00
29/04/2021 8:40,1.421,2021-04-29,8:40:00
29/04/2021 8:50,1.275,2021-04-29,8:50:00
29/04/2021 9:00,1.133,2021-04-29,9:00:00
29/04/2021 9:10,0.997,2021-04-29,9:10:00
29/04/2021 9:20,0.868,2021-04-29,9:20:00
29/04/2021 9:30,0.747,2021-04-29,9:30:00
29/04/2021 9:40,0.634,2021-04-29,9:40:00
29/04/2021 9:50,0.531,2021-04-29,9:50:00
29/04/2021 10:00,0.438,2021-04-29,10:00:00
29/04/2021 10:10,0.356,2021-04-29,10:10:00
29/04/2021 10:20,0.285,2021-04-29,10:20:00
29/04/2021 10:30,0.226,2021-04-29,10:30:00
29/04/2021 10:40,0.179,2021-04-29,10:40:00
29/04/2021 10:50,0.145,2021-04-29,10:50:00
29/04/2021 11:00,0.123,2021-04-29,11:00:00
29/04/2021 11:10,0.115,2021-04-29,11:10:00
29/04/2021 11:20,0.119,2021-04-29,11:20:00
29/04/2021 11:30,0.136,2021-04-29,11:30:00
29/04/2021 11:40,0.165,2021-04-29,11:40:00
29/04/2021 11:50,0.208,2021-04-29,11:50:00
29/04/2021 12:00,0.262,2021-04-29,12:00:00
29/04/2021 12:10,0.328,2021-04-29,12:10:00
29/04/2021 12:20,0.406,2021-04-29,12:20:00
29/04/2021 12:30,0.494,2021-04-29,12:30:00
29/04/2021 12:40,0.593,2021-04-29,12:40:00
29/04/2021 12:50,0.701,2021-04-29,12:50:00
29/04/2021 13:00,0.818,2021-04-29,13:00:00
29/04/2021 13:10,0.943,2021-04-29,13:10:00
29/04/2021 13:20,1.075,2021-04-29,13:20:00
29/04/2021 13:30,1.213,2021-04-29,13:30:00
29/04/2021 13:40,1.357,2021-04-29,13:40:00
29/04/2021 13:50,1.505,2021-04-29,13:50:00
29/04/2021 14:00,1.657,2021-04-29,14:00:00
29/04/2021 14:10,1.811,2021-04-29,14:10:00
29/04/2021 14:20,1.966,2021-04-29,14:20:00
29/04/2021 14:30,2.122,2021-04-29,14:30:00
29/04/2021 14:40,2.276,2021-04-29,14:40:00
29/04/2021 14:50,2.429,2021-04-29,14:50:00
29/04/2021 15:00,2.578,2021-04-29,15:00:00
29/04/2021 15:10,2.723,2021-04-29,15:10:00
29/04/2021 15:20,2.863,2021-04-29,15:20:00
29/04/2021 15:30,2.997,2021-04-29,15:30:00
29/04/2021 15:40,3.123,2021-04-29,15:40:00
29/04/2021 15:50,3.241,2021-04-29,15:50:00
29/04/2021 16:00,3.351,2021-04-29,16:00:00
29/04/2021 16:10,3.45,2021-04-29,16:10:00
29/04/2021 16:20,3.539,2021-04-29,16:20:00
29/04/2021 16:30,3.616,2021-04-29,16:30:00
29/04/2021 16:40,3.682,2021-04-29,16:40:00
29/04/2021 16:50,3.736,2021-04-29,16:50:00
29/04/2021 17:00,3.777,2021-04-29,17:00:00
29/04/2021 17:10,3.804,2021-04-29,17:10:00
29/04/2021 17:20,3.819,2021-04-29,17:20:00
29/04/2021 17:30,3.82,2021-04-29,17:30:00
29/04/2021 17:40,3.808,2021-04-29,17:40:00
29/04/2021 17:50,3.783,2021-04-29,17:50:00
29/04/2021 18:00,3.744,2021-04-29,18:00:00
29/04/2021 18:10,3.692,2021-04-29,18:10:00
29/04/2021 18:20,3.627,2021-04-29,18:20:00
29/04/2021 18:30,3.549,2021-04-29,18:30:00
29/04/2021 18:40,3.46,2021-04-29,18:40:00
29/04/2021 18:50,3.359,2021-04-29,18:50:00
29/04/2021 19:00,3.247,2021-04-29,19:00:00
29/04/2021 19:10,3.126,2021-04-29,19:10:00
29/04/2021 19:20,2.995,2021-04-29,19:20:00
29/04/2021 19:30,2.856,2021-04-29,19:30:00
29/04/2021 19:40,2.71,2021-04-29,19:40:00
29/04/2021 19:50,2.557,2021-04-29,19:50:00
29/04/2021 20:00,2.4,2021-04-29,20:00:00
29/04/2021 20:10,2.239,2021-04-29,20:10:00
29/04/2021 20:20,2.075,2021-04-29,20:20:00
29/04/2021 20:30,1.91,2021-04-29,20:30:00
29/04/2021 20:40,1.744,2021-04-29,20:40:00
29/04/2021 20:50,1.58,2021-04-29,20:50:00
29/04/2021 21:00,1.418,2021-04-29,21:00:00
29/04/2021 21:10,1.259,2021-04-29,21:10:00
29/04/2021 21:20,1.105,2021-04-29,21:20:00
29/04/2021 21:30,0.957,2021-04-29,21:30:00
29/04/2021 21:40,0.815,2021-04-29,21:40:00
29/04/2021 21:50,0.68,2021-04-29,21:50:00
29/04/2021 22:00,0.554,2021-04-29,22:00:00
29/04/2021 22:10,0.438,2021-04-29,22:10:00
29/04/2021 22:20,0.331,2021-04-29,22:20:00
29/04/2021 22:30,0.234,2021-04-29,22:30:00
29/04/2021 22:40,0.149,2021-04-29,22:40:00
29/04/2021 22:50,0.076,2021-04-29,22:50:00
29/04/2021 23:00,0.015,2021-04-29,23:00:00
29/04/2021 23:10,-0.034,2021-04-29,23:10:00
29/04/2021 23:20,-0.07,2021-04-29,23:20:00
29/04/2021 23:30,-0.093,2021-04-29,23:30:00
29/04/2021 23:40,-0.103,2021-04-29,23:40:00
29/04/2021 23:50,-0.099,2021-04-29,23:50:00
30/04/2021 0:00,-0.083,2021-04-30,0:00:00
30/04/2021 0:10,-0.053,2021-04-30,0:10:00
30/04/2021 0:20,-0.011,2021-04-30,0:20:00
30/04/2021 0:30,0.044,2021-04-30,0:30:00
30/04/2021 0:40,0.111,2021-04-30,0:40:00
30/04/2021 0:50,0.189,2021-04-30,0:50:00
30/04/2021 1:00,0.279,2021-04-30,1:00:00
30/04/2021 1:10,0.379,2021-04-30,1:10:00
30/04/2021 1:20,0.489,2021-04-30,1:20:00
30/04/2021 1:30,0.608,2021-04-30,1:30:00
30/04/2021 1:40,0.735,2021-04-30,1:40:00
30/04/2021 1:50,0.87,2021-04-30,1:50:00
30/04/2021 2:00,1.01,2021-04-30,2:00:00
30/04/2021 2:10,1.156,2021-04-30,2:10:00
30/04/2021 2:20,1.306,2021-04-30,2:20:00
30/04/2021 2:30,1.46,2021-04-30,2:30:00
30/04/2021 2:40,1.615,2021-04-30,2:40:00
30/04/2021 2:50,1.772,2021-04-30,2:50:00
30/04/2021 3:00,1.928,2021-04-30,3:00:00
30/04/2021 3:10,2.084,2021-04-30,3:10:00
30/04/2021 3:20,2.237,2021-04-30,3:20:00
30/04/2021 3:30,2.386,2021-04-30,3:30:00
30/04/2021 3:40,2.532,2021-04-30,3:40:00
30/04/2021 3:50,2.672,2021-04-30,3:50:00
30/04/2021 4:00,2.805,2021-04-30,4:00:00
30/04/2021 4:10,2.931,2021-04-30,4:10:00
30/04/2021 4:20,3.049,2021-04-30,4:20:00
30/04/2021 4:30,3.158,2021-04-30,4:30:00
30/04/2021 4:40,3.257,2021-04-30,4:40:00
30/04/2021 4:50,3.346,2021-04-30,4:50:00
30/04/2021 5:00,3.423,2021-04-30,5:00:00
30/04/2021 5:10,3.49,2021-04-30,5:10:00
30/04/2021 5:20,3.544,2021-04-30,5:20:00
30/04/2021 5:30,3.585,2021-04-30,5:30:00
30/04/2021 5:40,3.614,2021-04-30,5:40:00
30/04/2021 5:50,3.63,2021-04-30,5:50:00
30/04/2021 6:00,3.634,2021-04-30,6:00:00
30/04/2021 6:10,3.624,2021-04-30,6:10:00
30/04/2021 6:20,3.601,2021-04-30,6:20:00
30/04/2021 6:30,3.566,2021-04-30,6:30:00
30/04/2021 6:40,3.518,2021-04-30,6:40:00
30/04/2021 6:50,3.458,2021-04-30,6:50:00
30/04/2021 7:00,3.386,2021-04-30,7:00:00
30/04/2021 7:10,3.303,2021-04-30,7:10:00
30/04/2021 7:20,3.21,2021-04-30,7:20:00
30/04/2021 7:30,3.107,2021-04-30,7:30:00
30/04/2021 7:40,2.996,2021-04-30,7:40:00
30/04/2021 7:50,2.876,2021-04-30,7:50:00
30/04/2021 8:00,2.749,2021-04-30,8:00:00
30/04/2021 8:10,2.616,2021-04-30,8:10:00
30/04/2021 8:20,2.478,2021-04-30,8:20:00
30/04/2021 8:30,2.335,2021-04-30,8:30:00
30/04/2021 8:40,2.19,2021-04-30,8:40:00
30/04/2021 8:50,2.044,2021-04-30,8:50:00
30/04/2021 9:00,1.896,2021-04-30,9:00:00
30/04/2021 9:10,1.749,2021-04-30,9:10:00
30/04/2021 9:20,1.604,2021-04-30,9:20:00
30/04/2021 9:30,1.461,2021-04-30,9:30:00
30/04/2021 9:40,1.322,2021-04-30,9:40:00
30/04/2021 9:50,1.188,2021-04-30,9:50:00
30/04/2021 10:00,1.059,2021-04-30,10:00:00
30/04/2021 10:10,0.937,2021-04-30,10:10:00
30/04/2021 10:20,0.822,2021-04-30,10:20:00
30/04/2021 10:30,0.715,2021-04-30,10:30:00
30/04/2021 10:40,0.617,2021-04-30,10:40:00
30/04/2021 10:50,0.529,2021-04-30,10:50:00
30/04/2021 11:00,0.45,2021-04-30,11:00:00
30/04/2021 11:10,0.383,2021-04-30,11:10:00
30/04/2021 11:20,0.326,2021-04-30,11:20:00
30/04/2021 11:30,0.281,2021-04-30,11:30:00
30/04/2021 11:40,0.248,2021-04-30,11:40:00
30/04/2021 11:50,0.226,2021-04-30,11:50:00
30/04/2021 12:00,0.217,2021-04-30,12:00:00
30/04/2021 12:10,0.22,2021-04-30,12:10:00
30/04/2021 12:20,0.235,2021-04-30,12:20:00
30/04/2021 12:30,0.262,2021-04-30,12:30:00
30/04/2021 12:40,0.301,2021-04-30,12:40:00
30/04/2021 12:50,0.352,2021-04-30,12:50:00
30/04/2021 13:00,0.413,2021-04-30,13:00:00
30/04/2021 13:10,0.486,2021-04-30,13:10:00
30/04/2021 13:20,0.568,2021-04-30,13:20:00
30/04/2021 13:30,0.66,2021-04-30,13:30:00
30/04/2021 13:40,0.762,2021-04-30,13:40:00
30/04/2021 13:50,0.871,2021-04-30,13:50:00
30/04/2021 14:00,0.988,2021-04-30,14:00:00
30/04/2021 14:10,1.112,2021-04-30,14:10:00
30/04/2021 14:20,1.242,2021-04-30,14:20:00
30/04/2021 14:30,1.376,2021-04-30,14:30:00
30/04/2021 14:40,1.515,2021-04-30,14:40:00
30/04/2021 14:50,1.657,2021-04-30,14:50:00
30/04/2021 15:00,1.802,2021-04-30,15:00:00
30/04/2021 15:10,1.947,2021-04-30,15:10:00
30/04/2021 15:20,2.093,2021-04-30,15:20:00
30/04/2021 15:30,2.237,2021-04-30,15:30:00
30/04/2021 15:40,2.38,2021-04-30,15:40:00
30/04/2021 15:50,2.52,2021-04-30,15:50:00
30/04/2021 16:00,2.655,2021-04-30,16:00:00
30/04/2021 16:10,2.786,2021-04-30,16:10:00
30/04/2021 16:20,2.911,2021-04-30,16:20:00
30/04/2021 16:30,3.029,2021-04-30,16:30:00
30/04/2021 16:40,3.14,2021-04-30,16:40:00
30/04/2021 16:50,3.242,2021-04-30,16:50:00
30/04/2021 17:00,3.334,2021-04-30,17:00:00
30/04/2021 17:10,3.417,2021-04-30,17:10:00
30/04/2021 17:20,3.489,2021-04-30,17:20:00
30/04/2021 17:30,3.551,2021-04-30,17:30:00
30/04/2021 17:40,3.6,2021-04-30,17:40:00
30/04/2021 17:50,3.638,2021-04-30,17:50:00
30/04/2021 18:00,3.663,2021-04-30,18:00:00
30/04/2021 18:10,3.677,2021-04-30,18:10:00
30/04/2021 18:20,3.677,2021-04-30,18:20:00
30/04/2021 18:30,3.665,2021-04-30,18:30:00
30/04/2021 18:40,3.64,2021-04-30,18:40:00
30/04/2021 18:50,3.603,2021-04-30,18:50:00
30/04/2021 19:00,3.553,2021-04-30,19:00:00
30/04/2021 19:10,3.492,2021-04-30,19:10:00
30/04/2021 19:20,3.419,2021-04-30,19:20:00
30/04/2021 19:30,3.334,2021-04-30,19:30:00
30/04/2021 19:40,3.239,2021-04-30,19:40:00
30/04/2021 19:50,3.134,2021-04-30,19:50:00
30/04/2021 20:00,3.02,2021-04-30,20:00:00
30/04/2021 20:10,2.897,2021-04-30,20:10:00
30/04/2021 20:20,2.767,2021-04-30,20:20:00
30/04/2021 20:30,2.631,2021-04-30,20:30:00
30/04/2021 20:40,2.488,2021-04-30,20:40:00
30/04/2021 20:50,2.342,2021-04-30,20:50:00
30/04/2021 21:00,2.192,2021-04-30,21:00:00
30/04/2021 21:10,2.04,2021-04-30,21:10:00
30/04/2021 21:20,1.886,2021-04-30,21:20:00
30/04/2021 21:30,1.733,2021-04-30,21:30:00
30/04/2021 21:40,1.581,2021-04-30,21:40:00
30/04/2021 21:50,1.431,2021-04-30,21:50:00
30/04/2021 22:00,1.285,2021-04-30,22:00:00
30/04/2021 22:10,1.142,2021-04-30,22:10:00
30/04/2021 22:20,1.005,2021-04-30,22:20:00
30/04/2021 22:30,0.874,2021-04-30,22:30:00
30/04/2021 22:40,0.75,2021-04-30,22:40:00
30/04/2021 22:50,0.634,2021-04-30,22:50:00
30/04/2021 23:00,0.527,2021-04-30,23:00:00
30/04/2021 23:10,0.428,2021-04-30,23:10:00
30/04/2021 23:20,0.34,2021-04-30,23:20:00
30/04/2021 23:30,0.261,2021-04-30,23:30:00
30/04/2021 23:40,0.194,2021-04-30,23:40:00
30/04/2021 23:50,0.138,2021-04-30,23:50:00
01/05/2021 0:00,0.093,2021-05-01,0:00:00
01/05/2021 0:10,0.06,2021-05-01,0:10:00
01/05/2021 0:20,0.039,2021-05-01,0:20:00
01/05/2021 0:30,0.03,2021-05-01,0:30:00
01/05/2021 0:40,0.034,2021-05-01,0:40:00
01/05/2021 0:50,0.049,2021-05-01,0:50:00
01/05/2021 1:00,0.077,2021-05-01,1:00:00
01/05/2021 1:10,0.116,2021-05-01,1:10:00
01/05/2021 1:20,0.167,2021-05-01,1:20:00
01/05/2021 1:30,0.23,2021-05-01,1:30:00
01/05/2021 1:40,0.303,2021-05-01,1:40:00
01/05/2021 1:50,0.386,2021-05-01,1:50:00
01/05/2021 2:00,0.479,2021-05-01,2:00:00
01/05/2021 2:10,0.581,2021-05-01,2:10:00
01/05/2021 2:20,0.691,2021-05-01,2:20:00
01/05/2021 2:30,0.809,2021-05-01,2:30:00
01/05/2021 2:40,0.933,2021-05-01,2:40:00
01/05/2021 2:50,1.063,2021-05-01,2:50:00
01/05/2021 3:00,1.198,2021-05-01,3:00:00
01/05/2021 3:10,1.337,2021-05-01,3:10:00
01/05/2021 3:20,1.478,2021-05-01,3:20:00
01/05/2021 3:30,1.622,2021-05-01,3:30:00
01/05/2021 3:40,1.766,2021-05-01,3:40:00
01/05/2021 3:50,1.911,2021-05-01,3:50:00
01/05/2021 4:00,2.054,2021-05-01,4:00:00
01/05/2021 4:10,2.195,2021-05-01,4:10:00
01/05/2021 4:20,2.333,2021-05-01,4:20:00
01/05/2021 4:30,2.468,2021-05-01,4:30:00
01/05/2021 4:40,2.597,2021-05-01,4:40:00
01/05/2021 4:50,2.721,2021-05-01,4:50:00
01/05/2021 5:00,2.837,2021-05-01,5:00:00
01/05/2021 5:10,2.947,2021-05-01,5:10:00
01/05/2021 5:20,3.048,2021-05-01,5:20:00
01/05/2021 5:30,3.141,2021-05-01,5:30:00
01/05/2021 5:40,3.224,2021-05-01,5:40:00
01/05/2021 5:50,3.296,2021-05-01,5:50:00
01/05/2021 6:00,3.359,2021-05-01,6:00:00
01/05/2021 6:10,3.41,2021-05-01,6:10:00
01/05/2021 6:20,3.45,2021-05-01,6:20:00
01/05/2021 6:30,3.478,2021-05-01,6:30:00
01/05/2021 6:40,3.495,2021-05-01,6:40:00
01/05/2021 6:50,3.5,2021-05-01,6:50:00
01/05/2021 7:00,3.493,2021-05-01,7:00:00
01/05/2021 7:10,3.474,2021-05-01,7:10:00
01/05/2021 7:20,3.443,2021-05-01,7:20:00
01/05/2021 7:30,3.401,2021-05-01,7:30:00
01/05/2021 7:40,3.349,2021-05-01,7:40:00
01/05/2021 7:50,3.285,2021-05-01,7:50:00
01/05/2021 8:00,3.211,2021-05-01,8:00:00
01/05/2021 8:10,3.128,2021-05-01,8:10:00
01/05/2021 8:20,3.036,2021-05-01,8:20:00
01/05/2021 8:30,2.936,2021-05-01,8:30:00
01/05/2021 8:40,2.828,2021-05-01,8:40:00
01/05/2021 8:50,2.714,2021-05-01,8:50:00
01/05/2021 9:00,2.594,2021-05-01,9:00:00
01/05/2021 9:10,2.47,2021-05-01,9:10:00
01/05/2021 9:20,2.341,2021-05-01,9:20:00
01/05/2021 9:30,2.211,2021-05-01,9:30:00
01/05/2021 9:40,2.078,2021-05-01,9:40:00
01/05/2021 9:50,1.945,2021-05-01,9:50:00
01/05/2021 10:00,1.812,2021-05-01,10:00:00
01/05/2021 10:10,1.68,2021-05-01,10:10:00
01/05/2021 10:20,1.55,2021-05-01,10:20:00
01/05/2021 10:30,1.423,2021-05-01,10:30:00
01/05/2021 10:40,1.301,2021-05-01,10:40:00
01/05/2021 10:50,1.183,2021-05-01,10:50:00
01/05/2021 11:00,1.071,2021-05-01,11:00:00
01/05/2021 11:10,0.965,2021-05-01,11:10:00
01/05/2021 11:20,0.866,2021-05-01,11:20:00
01/05/2021 11:30,0.775,2021-05-01,11:30:00
01/05/2021 11:40,0.693,2021-05-01,11:40:00
01/05/2021 11:50,0.619,2021-05-01,11:50:00
01/05/2021 12:00,0.555,2021-05-01,12:00:00
01/05/2021 12:10,0.501,2021-05-01,12:10:00
01/05/2021 12:20,0.457,2021-05-01,12:20:00
01/05/2021 12:30,0.423,2021-05-01,12:30:00
01/05/2021 12:40,0.401,2021-05-01,12:40:00
01/05/2021 12:50,0.389,2021-05-01,12:50:00
01/05/2021 13:00,0.388,2021-05-01,13:00:00
01/05/2021 13:10,0.398,2021-05-01,13:10:00
01/05/2021 13:20,0.419,2021-05-01,13:20:00
01/05/2021 13:30,0.451,2021-05-01,13:30:00
01/05/2021 13:40,0.493,2021-05-01,13:40:00
01/05/2021 13:50,0.546,2021-05-01,13:50:00
01/05/2021 14:00,0.608,2021-05-01,14:00:00
01/05/2021 14:10,0.679,2021-05-01,14:10:00
01/05/2021 14:20,0.759,2021-05-01,14:20:00
01/05/2021 14:30,0.847,2021-05-01,14:30:00
01/05/2021 14:40,0.943,2021-05-01,14:40:00
01/05/2021 14:50,1.046,2021-05-01,14:50:00
01/05/2021 15:00,1.156,2021-05-01,15:00:00
01/05/2021 15:10,1.27,2021-05-01,15:10:00
01/05/2021 15:20,1.389,2021-05-01,15:20:00
01/05/2021 15:30,1.513,2021-05-01,15:30:00
01/05/2021 15:40,1.639,2021-05-01,15:40:00
01/05/2021 15:50,1.767,2021-05-01,15:50:00
01/05/2021 16:00,1.897,2021-05-01,16:00:00
01/05/2021 16:10,2.026,2021-05-01,16:10:00
01/05/2021 16:20,2.156,2021-05-01,16:20:00
01/05/2021 16:30,2.283,2021-05-01,16:30:00
01/05/2021 16:40,2.409,2021-05-01,16:40:00
01/05/2021 16:50,2.53,2021-05-01,16:50:00
