"combinada","altura","fecha","hora","fecha_Hora"
"929","05/05/2021 10:40",2.928,"2021-05-05","10:40:00",2021-05-05 10:40:00
"930","05/05/2021 10:50",2.937,"2021-05-05","10:50:00",2021-05-05 10:50:00
"931","05/05/2021 11:00",2.939,"2021-05-05","11:00:00",2021-05-05 11:00:00
"932","05/05/2021 11:10",2.934,"2021-05-05","11:10:00",2021-05-05 11:10:00
"933","05/05/2021 11:20",2.922,"2021-05-05","11:20:00",2021-05-05 11:20:00
"934","05/05/2021 11:30",2.903,"2021-05-05","11:30:00",2021-05-05 11:30:00
"935","05/05/2021 11:40",2.877,"2021-05-05","11:40:00",2021-05-05 11:40:00
"936","05/05/2021 11:50",2.845,"2021-05-05","11:50:00",2021-05-05 11:50:00
"937","05/05/2021 12:00",2.806,"2021-05-05","12:00:00",2021-05-05 12:00:00
"938","05/05/2021 12:10",2.761,"2021-05-05","12:10:00",2021-05-05 12:10:00
"939","05/05/2021 12:20",2.71,"2021-05-05","12:20:00",2021-05-05 12:20:00
"940","05/05/2021 12:30",2.653,"2021-05-05","12:30:00",2021-05-05 12:30:00
"941","05/05/2021 12:40",2.592,"2021-05-05","12:40:00",2021-05-05 12:40:00
"942","05/05/2021 12:50",2.526,"2021-05-05","12:50:00",2021-05-05 12:50:00
"943","05/05/2021 13:00",2.456,"2021-05-05","13:00:00",2021-05-05 13:00:00
"944","05/05/2021 13:10",2.383,"2021-05-05","13:10:00",2021-05-05 13:10:00
"945","05/05/2021 13:20",2.307,"2021-05-05","13:20:00",2021-05-05 13:20:00
"946","05/05/2021 13:30",2.228,"2021-05-05","13:30:00",2021-05-05 13:30:00
"947","05/05/2021 13:40",2.148,"2021-05-05","13:40:00",2021-05-05 13:40:00
"948","05/05/2021 13:50",2.066,"2021-05-05","13:50:00",2021-05-05 13:50:00
"949","05/05/2021 14:00",1.984,"2021-05-05","14:00:00",2021-05-05 14:00:00
"950","05/05/2021 14:10",1.902,"2021-05-05","14:10:00",2021-05-05 14:10:00
"951","05/05/2021 14:20",1.82,"2021-05-05","14:20:00",2021-05-05 14:20:00
"952","05/05/2021 14:30",1.74,"2021-05-05","14:30:00",2021-05-05 14:30:00
"953","05/05/2021 14:40",1.661,"2021-05-05","14:40:00",2021-05-05 14:40:00
"954","05/05/2021 14:50",1.584,"2021-05-05","14:50:00",2021-05-05 14:50:00
"955","05/05/2021 15:00",1.51,"2021-05-05","15:00:00",2021-05-05 15:00:00
"956","05/05/2021 15:10",1.44,"2021-05-05","15:10:00",2021-05-05 15:10:00
"957","05/05/2021 15:20",1.373,"2021-05-05","15:20:00",2021-05-05 15:20:00
"958","05/05/2021 15:30",1.31,"2021-05-05","15:30:00",2021-05-05 15:30:00
"959","05/05/2021 15:40",1.251,"2021-05-05","15:40:00",2021-05-05 15:40:00
"960","05/05/2021 15:50",1.198,"2021-05-05","15:50:00",2021-05-05 15:50:00
"961","05/05/2021 16:00",1.149,"2021-05-05","16:00:00",2021-05-05 16:00:00
"962","05/05/2021 16:10",1.106,"2021-05-05","16:10:00",2021-05-05 16:10:00
"963","05/05/2021 16:20",1.069,"2021-05-05","16:20:00",2021-05-05 16:20:00
"964","05/05/2021 16:30",1.038,"2021-05-05","16:30:00",2021-05-05 16:30:00
"965","05/05/2021 16:40",1.013,"2021-05-05","16:40:00",2021-05-05 16:40:00
"966","05/05/2021 16:50",0.995,"2021-05-05","16:50:00",2021-05-05 16:50:00
"967","05/05/2021 17:00",0.982,"2021-05-05","17:00:00",2021-05-05 17:00:00
"968","05/05/2021 17:10",0.976,"2021-05-05","17:10:00",2021-05-05 17:10:00
"969","05/05/2021 17:20",0.977,"2021-05-05","17:20:00",2021-05-05 17:20:00
"970","05/05/2021 17:30",0.983,"2021-05-05","17:30:00",2021-05-05 17:30:00
"971","05/05/2021 17:40",0.997,"2021-05-05","17:40:00",2021-05-05 17:40:00
"972","05/05/2021 17:50",1.016,"2021-05-05","17:50:00",2021-05-05 17:50:00
"973","05/05/2021 18:00",1.041,"2021-05-05","18:00:00",2021-05-05 18:00:00
"974","05/05/2021 18:10",1.072,"2021-05-05","18:10:00",2021-05-05 18:10:00
"975","05/05/2021 18:20",1.109,"2021-05-05","18:20:00",2021-05-05 18:20:00
"976","05/05/2021 18:30",1.151,"2021-05-05","18:30:00",2021-05-05 18:30:00
"977","05/05/2021 18:40",1.198,"2021-05-05","18:40:00",2021-05-05 18:40:00
"978","05/05/2021 18:50",1.25,"2021-05-05","18:50:00",2021-05-05 18:50:00
"979","05/05/2021 19:00",1.306,"2021-05-05","19:00:00",2021-05-05 19:00:00
"980","05/05/2021 19:10",1.366,"2021-05-05","19:10:00",2021-05-05 19:10:00
"981","05/05/2021 19:20",1.43,"2021-05-05","19:20:00",2021-05-05 19:20:00
"982","05/05/2021 19:30",1.496,"2021-05-05","19:30:00",2021-05-05 19:30:00
"983","05/05/2021 19:40",1.566,"2021-05-05","19:40:00",2021-05-05 19:40:00
"984","05/05/2021 19:50",1.637,"2021-05-05","19:50:00",2021-05-05 19:50:00
"985","05/05/2021 20:00",1.71,"2021-05-05","20:00:00",2021-05-05 20:00:00
"986","05/05/2021 20:10",1.784,"2021-05-05","20:10:00",2021-05-05 20:10:00
"987","05/05/2021 20:20",1.859,"2021-05-05","20:20:00",2021-05-05 20:20:00
"988","05/05/2021 20:30",1.934,"2021-05-05","20:30:00",2021-05-05 20:30:00
"989","05/05/2021 20:40",2.008,"2021-05-05","20:40:00",2021-05-05 20:40:00
"990","05/05/2021 20:50",2.081,"2021-05-05","20:50:00",2021-05-05 20:50:00
"991","05/05/2021 21:00",2.153,"2021-05-05","21:00:00",2021-05-05 21:00:00
"992","05/05/2021 21:10",2.223,"2021-05-05","21:10:00",2021-05-05 21:10:00
"993","05/05/2021 21:20",2.29,"2021-05-05","21:20:00",2021-05-05 21:20:00
"994","05/05/2021 21:30",2.354,"2021-05-05","21:30:00",2021-05-05 21:30:00
"995","05/05/2021 21:40",2.415,"2021-05-05","21:40:00",2021-05-05 21:40:00
"996","05/05/2021 21:50",2.472,"2021-05-05","21:50:00",2021-05-05 21:50:00
"997","05/05/2021 22:00",2.525,"2021-05-05","22:00:00",2021-05-05 22:00:00
"998","05/05/2021 22:10",2.573,"2021-05-05","22:10:00",2021-05-05 22:10:00
"999","05/05/2021 22:20",2.616,"2021-05-05","22:20:00",2021-05-05 22:20:00
"1000","05/05/2021 22:30",2.654,"2021-05-05","22:30:00",2021-05-05 22:30:00
"1001","05/05/2021 22:40",2.687,"2021-05-05","22:40:00",2021-05-05 22:40:00
"1002","05/05/2021 22:50",2.713,"2021-05-05","22:50:00",2021-05-05 22:50:00
"1003","05/05/2021 23:00",2.734,"2021-05-05","23:00:00",2021-05-05 23:00:00
"1004","05/05/2021 23:10",2.748,"2021-05-05","23:10:00",2021-05-05 23:10:00
"1005","05/05/2021 23:20",2.755,"2021-05-05","23:20:00",2021-05-05 23:20:00
"1006","05/05/2021 23:30",2.757,"2021-05-05","23:30:00",2021-05-05 23:30:00
"1007","05/05/2021 23:40",2.751,"2021-05-05","23:40:00",2021-05-05 23:40:00
"1008","05/05/2021 23:50",2.739,"2021-05-05","23:50:00",2021-05-05 23:50:00
